id,name,name_ar,slug,sku,short_description,short_description_ar,description,description_ar,price,sale_price,cost_price,stock_quantity,min_stock_alert,weight,weight_unit,is_active,is_featured,is_digital,manage_stock,stock_status,meta_title,meta_description,meta_image,sort_order,created_at,updated_at,deleted_at
1109,Leather bag with modern details,,leather-bag-with-modern-details-RzRdjV,C1007-07,Article : C1007-07,,0,,79,,,31,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1110,Heeled sandal with an elegant and modern design,,heeled-sandal-with-an-elegant-and-modern-design-oneR7d,C1009-05,Article : C1009-05,,0,,49,,,59,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1111,Soft Green Clutch Bag,,soft-green-clutch-bag-ztG3cV,C1012-07,Article : C1012-07,,"Wide green soft-touch clutch bag, comfortable for everyday looks.",,79,,,4,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1112,Open Black High-Heel Sandal with Sparkle,,open-black-high-heel-sandal-with-sparkle-yqr36E,C1018-02,Article : C1018-02,,Open black sandal with high heel and sparkling details for an attractive style.,,79,,,29,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1113,Heeled sandal with an elegant and modern design,,heeled-sandal-with-an-elegant-and-modern-design-tdD073,C1023-02,Article : C1023-02,,0,,49,,,3,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1114,Heeled sandal with an elegant and modern design,,heeled-sandal-with-an-elegant-and-modern-design-tsLNff,C1025-02,Article : C1025-02,,0,,49,,,115,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1115,Mauve Quilted Shoulder Bag with Gold Lock,,mauve-quilted-shoulder-bag-with-gold-lock-SKZC9U,C1025-07,Article : C1025-07,,Mauve quilted shoulder bag with gold lock adds a colorful pop to your look.,,79,,,9,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1116,Comfortable flats with a luxurious design,,comfortable-flats-with-a-luxurious-design-9wrXyc,C1028-02,Article : C1028-02,,0,,49,,,144,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1117,Leather bag with modern details,,leather-bag-with-modern-details-94KKNt,C1029-07,Article : C1029-07,,0,,79,,,22,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1118,Heeled sandal with an elegant and modern design,,heeled-sandal-with-an-elegant-and-modern-design-79vZsN,C1033-02,Article : C1033-02,,0,,49,,,21,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1119,Heeled sandal with an elegant and modern design,,heeled-sandal-with-an-elegant-and-modern-design-WKs4RY,C1041-02,Article : C1041-02,,0,,49,,,24,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1120,Elegant shoe with a modern heel,,elegant-shoe-with-a-modern-heel-sPXNDn,C1045-01,Article : C1045-01,,0,,49,,,167,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1121,Beige Crescent Mini Bag with Thin Gold Chain,,beige-crescent-mini-bag-with-thin-gold-chain-Gr6Tji,C1049-07,Article : C1049-07,,"Beige crescent-shaped mini bag with thin gold chain, perfect for summer trends.",,79,,,20,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1122,Pink Block Heel Slingback with Pearls,,pink-block-heel-slingback-with-pearls-f0Oinc,C1050-01,Article : C1050-01,,Soft pink slingback block heel adorned with pearls for a girly elegant touch.,,49,,,24,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1123,Leather bag with modern details,,leather-bag-with-modern-details-yU8LTT,C1050-07,Article : C1050-07,,0,,99,,,60,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1124,Leather bag with modern details,,leather-bag-with-modern-details-2dkJ7s,C1051-07,Article : C1051-07,,0,,99,,,93,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1125,Leather bag with modern details,,leather-bag-with-modern-details-c4JYnW,C1052-07,Article : C1052-07,,0,,129,,,7,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1126,Luxury bag with elegant design,,luxury-bag-with-elegant-design-Kxi3Fx,C1053-07,Article : C1053-07,,0,,99,,,144,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1127,Luxury bag with elegant design,,luxury-bag-with-elegant-design-ii36ho,C1054-07,Article : C1054-07,,0,,99,,,28,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1128,Practical Brown Crossbody with Zipper,,practical-brown-crossbody-with-zipper-u187RQ,C1055-07,Article : C1055-07,,Small brown crossbody bag with front zipper and stylish touches for daily looks.,,79,,,59,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1129,White Shoulder Bag with Extra Mini Pouch,,white-shoulder-bag-with-extra-mini-pouch-masnCn,C1057-07,Article : C1057-07,,"Trendy white shoulder bag with practical mini pouch, perfect for a casual chic look.",,79,,,29,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1130,Elegant shoe with a modern heel,,elegant-shoe-with-a-modern-heel-okdOhZ,C1061-01,Article : C1061-01,,0,,49,,,147,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1131,Luxury bag with elegant design,,luxury-bag-with-elegant-design-NUibNP,C1061-07,Article : C1061-07,,0,,99,,,200,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1132,Unique flats with a luxurious design,,unique-flats-with-a-luxurious-design-cVipOY,C1062-02,Article : C1062-02,,0,,49,,,12,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1133,Luxury bag with elegant design,,luxury-bag-with-elegant-design-Hkfq76,C1062-07,Article : C1062-07,,0,,99,,,141,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1134,Black Croc Mule with Low Heel,,black-croc-mule-with-low-heel-88XoFo,C1065-01,Article : C1065-01,,"Black croc mule with a pointed toe and low heel, ideal for everyday sophistication.",,79,,,40,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1135,Luxury bag with elegant design,,luxury-bag-with-elegant-design-pOYwFW,C1065-07,Article : C1065-07,,0,,99,,,245,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1136,Luxury bag with elegant design,,luxury-bag-with-elegant-design-QiMqZN,C1066-07,Article : C1066-07,,0,,99,,,275,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1137,Large Beige Tote for Everyday,,large-beige-tote-for-everyday-x8yjya,C1070-07,Article : C1070-07,,"Large beige tote bag with subtle details and roomy design, ideal for work or shopping.",,79,,,354,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1138,Luxury bag with elegant design,,luxury-bag-with-elegant-design-WOn4q9,C1071-07,Article : C1071-07,,0,,99,,,54,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1139,Unique flats with a luxurious design,,unique-flats-with-a-luxurious-design-n3FJoK,C1074-01,Article : C1074-01,,0,,49,,,75,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1140,Luxury bag with elegant design,,luxury-bag-with-elegant-design-5yQ76L,C1077-07,Article : C1077-07,,0,,99,,,413,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1142,Luxury bag with elegant design,,luxury-bag-with-elegant-design-dsp1JJ,C1080-07,Article : C1080-07,,0,,99,,,336,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1143,Luxury bag with elegant design,,luxury-bag-with-elegant-design-DZBn6e,C1081-07,Article : C1081-07,,0,,79,,,25,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1144,Heeled sandal with an elegant and modern design,,heeled-sandal-with-an-elegant-and-modern-design-Kq6X9k,C1082-02,Article : C1082-02,,0,,49,,,9,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1145,Silver Party Clutch with Shiny Stones,,silver-party-clutch-with-shiny-stones-8B84Wr,C1082-07,Article : C1082-07,,Small silver party clutch with sparkling stonesâ€”a glamorous accessory for special nights.,,99,,,266,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1146,Beige Slingback with Pleated Detailing,,beige-slingback-with-pleated-detailing-JVVDJr,C1084-01,Article : C1084-01,,Elegant beige slingback heel with pleated detailing and a pointed toe for a sophisticated look.,,79,,,18,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1147,Cuple C1085-07 Women's Premium Bag | Luxury Leather Handbag,,cuple-c1085-07-womens-premium-bag-luxury-leather-handbag-dP8EJY,C1085-07,Article : C1085-07,,Cuple C1085-07 premium leather handbag. Exceptional quality and sophisticated design for discerning tastes.,,149,,,45,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:32+04:00,2025-12-06 20:27:15+04:00,
1148,Luxury bag with elegant design,,luxury-bag-with-elegant-design-bu52zj,C1086-07,Article : C1086-07,,0,,199,,,79,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1149,Luxury bag with elegant design,,luxury-bag-with-elegant-design-QkWfXb,C1087-07,Article : C1087-07,,0,,129,,,174,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1150,Classic Black Handbag with Short Handle,,classic-black-handbag-with-short-handle-lhhang,C1088-07,Article : C1088-07,,Classic black handbag with wide short handleâ€”elegant touch for any outfit.,,149,,,5,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1151,Luxury bag with elegant design,,luxury-bag-with-elegant-design-KZ5OXu,C1089-07,Article : C1089-07,,0,,179,,,34,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1152,Black Strappy Heeled Mule,,black-strappy-heeled-mule-z2996G,C1090-01,Article : C1090-01,,"Contemporary black mule with criss-cross straps and a low heel for a sleek, modern look.",,79,,,12,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1153,Off-White Block Heel Pump,,off-white-block-heel-pump-svNN54,C1091-01,Article : C1091-01,,"Timeless off-white block heel pump with a rounded toe, combining comfort and elegance for daily wear.",,99,,,25,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1154,Navy Blue Comfortable Flats with Elegant Silhouette,,navy-blue-comfortable-flats-with-elegant-silhouette-4adNcs,C1092-01,Article : C1092-01,,"These navy blue flats offer both comfort and style with their elegant silhouette, perfect for daily wear.",,99,,,119,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1155,Brown Leather Comfortable Flats,,brown-leather-comfortable-flats-QgGeZ6,C1094-01,Article : C1094-01,,Classic brown leather flats offering comfort and timeless style for everyday wear.,,99,,,47,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1156,Classic Brown Block Heel Pump,,classic-brown-block-heel-pump-XiSZj2,C1096-01,Article : C1096-01,,"Timeless brown pump with a block heel and rounded toe, perfect for everyday comfort and elegance.",,99,,,22,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1157,Nude Classic Block Heel Pump,,nude-classic-block-heel-pump-T44th6,C1099-01,Article : C1099-01,,"Chic nude pump with a rounded toe and sturdy block heel, offering comfort for everyday wear.",,99,,,76,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1158,Spacious Dark Brown Double-Handle Bag,,spacious-dark-brown-double-handle-bag-y1vrEi,C1100-07,Article : C1100-07,,"Spacious dark brown handbag with double handles, perfect for work and travel.",,99,,,104,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1159,Classic Brown Closed-Toe Heel,,classic-brown-closed-toe-heel-n8fdIb,C1104-01,Article : C1104-01,,"Timeless brown heels with a pointed closed toe and a supportive heel, designed for comfort and elegance.",,99,,,46,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1160,Classic White Slingback Heel,,classic-white-slingback-heel-eFo9BN,C1105-01,Article : C1105-01,,"Timeless white slingback with pointed toe and low heel, combining comfort and versatility for any occasion.",,99,,,21,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1161,Unique Brown Slide Flats with Chain Detail,,unique-brown-slide-flats-with-chain-detail-avrVGW,C1107-02,Article : C1107-02,,"These unique brown slide flats feature a bold chain detail, combining fashion-forward style with comfort.",,49,,,40,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1162,Unique flats with a luxurious design,,unique-flats-with-a-luxurious-design-KQV357,C1111-02,Article : C1111-02,,0,,49,,,6,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1163,Unique flats with a luxurious design,,unique-flats-with-a-luxurious-design-Hi3CPP,C1112-02,Article : C1112-02,,0,,49,,,21,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1164,Pink Leather Backpack for Youth,,pink-leather-backpack-for-youth-ruSr9f,C1127-07,Article : C1127-07,,Trendy pink leather backpackâ€”perfect for daily activities or school.,,129,,,46,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1165,Luxury bag with elegant design,,luxury-bag-with-elegant-design-6cT2q5,C1128-07,Article : C1128-07,,0,,129,,,118,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1166,Luxury bag with elegant design,,luxury-bag-with-elegant-design-nRPsoG,C1129-07,Article : C1129-07,,0,,149,,,3,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1167,Wide Grey Tote Bag,,wide-grey-tote-bag-TEG7EI,C1133-07,Article : C1133-07,,Grey tote bag with wide practical designâ€”perfect for shopping or work.,,179,,,7,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
1168,Luxury bag with elegant design,,luxury-bag-with-elegant-design-x0NscT,C1134-07,Article : C1134-07,,0,,129,,,149,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:33+04:00,2025-12-06 20:27:15+04:00,
