id,product_id,sku,price,sale_price,stock_quantity,image,is_active,created_at,updated_at
72,1080,F24B102501CSF70435,29,0,19,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
73,1080,F24B102501CSF70436,29,0,19,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
74,1080,F24B102501CSF80025,29,0,13,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
75,1080,F24B102501CSF80026,29,0,6,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
76,1080,F24B102501CSF80027,29,0,14,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
77,1080,F24B102501CSF80028,29,0,18,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
78,1080,F24B102501CSF80029,29,0,18,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
79,1080,F24B102501CSF80030,29,0,16,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
80,1080,F24B102501CSF80031,29,0,22,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
81,1080,F24B102501CSF80032,29,0,24,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
82,1080,F24B102501CSF80033,29,0,18,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
83,1080,F24B102501CSF80034,29,0,27,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
84,1080,F24B102501CSF80035,29,0,19,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
85,1080,F24B102501CSF80036,29,0,16,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
86,1080,F24B102501CSF80925,29,0,11,,1,2025-12-06 20:26:29+04:00,2025-12-06 20:26:29+04:00
87,1080,F24B102501CSF80926,29,0,7,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
88,1080,F24B102501CSF80927,29,0,18,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
89,1080,F24B102501CSF80928,29,0,22,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
90,1080,F24B102501CSF80929,29,0,18,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
91,1080,F24B102501CSF80930,29,0,16,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
92,1080,F24B102501CSF80931,29,0,23,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
93,1080,F24B102501CSF80932,29,0,26,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
94,1080,F24B102501CSF80933,29,0,19,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
95,1080,F24B102501CSF80934,29,0,24,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
96,1080,F24B102501CSF80935,29,0,19,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
97,1080,F24B102501CSF80936,29,0,24,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
99,1081,S25B102710SSF71027,29,0,3,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
100,1081,S25B102710SSF71028,29,0,16,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
103,1081,S25B102710SSF80028,29,0,9,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
104,1081,S25B102710SSF80926,29,0,3,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
106,1081,S25B102710SSF80928,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
107,1082,S25B102810SSF80026,29,0,15,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
108,1082,S25B102810SSF80027,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
109,1082,S25B102810SSF80028,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
111,1082,S25B102810SSF80926,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
112,1082,S25B102810SSF80927,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
113,1082,S25B102810SSF80928,29,0,21,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
115,1083,S25B102910SSF70025,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
116,1083,S25B102910SSF70026,29,0,25,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
117,1083,S25B102910SSF70027,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
118,1083,S25B102910SSF70028,29,0,22,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
119,1083,S25B102910SSF80024,29,0,3,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
120,1083,S25B102910SSF80025,29,0,13,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
121,1083,S25B102910SSF80026,29,0,21,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
122,1083,S25B102910SSF80027,29,0,16,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
123,1083,S25B102910SSF80028,29,0,26,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
124,1084,S25B103110SSF25026,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
125,1084,S25B103110SSF25027,29,0,9,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
126,1084,S25B103110SSF25028,29,0,14,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
127,1084,S25B103110SSF80026,29,0,14,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
128,1084,S25B103110SSF80027,29,0,7,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
129,1084,S25B103110SSF80028,29,0,24,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
131,1085,S25B103610SSF25026,29,0,13,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
132,1085,S25B103610SSF25027,29,0,6,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
133,1085,S25B103610SSF25028,29,0,14,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
134,1085,S25B103610SSF70025,29,0,3,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
135,1085,S25B103610SSF70026,29,0,9,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
136,1085,S25B103610SSF70027,29,0,6,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
137,1085,S25B103610SSF70028,29,0,17,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
139,1085,S25B103610SSF80026,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
140,1085,S25B103610SSF80027,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
141,1085,S25B103610SSF80028,29,0,17,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
142,1086,S25B103810SSF40125,29,0,7,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
143,1086,S25B103810SSF40126,29,0,26,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
144,1086,S25B103810SSF40127,29,0,12,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
145,1086,S25B103810SSF40128,29,0,25,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
147,1086,S25B103810SSF71026,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
148,1086,S25B103810SSF71027,29,0,14,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
149,1086,S25B103810SSF71028,29,0,15,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
151,1086,S25B103810SSF80026,29,0,14,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
152,1086,S25B103810SSF80027,29,0,14,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
153,1086,S25B103810SSF80028,29,0,18,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
154,1087,S25B103910SLF40024,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
155,1087,S25B103910SLF40025,29,0,9,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
156,1087,S25B103910SLF40026,29,0,13,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
157,1087,S25B103910SLF40027,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
158,1087,S25B103910SLF40028,29,0,13,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
159,1087,S25B103910SLF40029,29,0,19,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
160,1087,S25B103910SLF40030,29,0,26,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
161,1087,S25B103910SLF40031,29,0,18,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
162,1087,S25B103910SLF40032,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
163,1087,S25B103910SLF40033,29,0,6,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
164,1087,S25B103910SLF40034,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
165,1087,S25B103910SLF40035,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
166,1087,S25B103910SLF71023,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
167,1087,S25B103910SLF71024,29,0,7,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
168,1087,S25B103910SLF71025,29,0,15,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
169,1087,S25B103910SLF71026,29,0,23,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
170,1087,S25B103910SLF71027,29,0,14,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
171,1087,S25B103910SLF71028,29,0,25,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
172,1087,S25B103910SLF71029,29,0,25,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
173,1087,S25B103910SLF71030,29,0,29,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
174,1087,S25B103910SLF71031,29,0,18,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
175,1087,S25B103910SLF71032,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
176,1087,S25B103910SLF71033,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
177,1087,S25B103910SLF71034,29,0,9,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
178,1087,S25B103910SLF71035,29,0,7,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
179,1087,S25B103910SLF80023,29,0,6,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
180,1087,S25B103910SLF80024,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
181,1087,S25B103910SLF80025,29,0,12,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
182,1087,S25B103910SLF80026,29,0,18,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
183,1087,S25B103910SLF80027,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
184,1087,S25B103910SLF80028,29,0,21,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
185,1087,S25B103910SLF80029,29,0,31,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
186,1087,S25B103910SLF80030,29,0,28,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
187,1087,S25B103910SLF80031,29,0,19,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
188,1087,S25B103910SLF80032,29,0,9,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
189,1087,S25B103910SLF80033,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
190,1087,S25B103910SLF80034,29,0,7,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
191,1087,S25B103910SLF80035,29,0,9,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
192,1088,S25B104010SLF40023,29,0,3,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
194,1088,S25B104010SLF40025,29,0,16,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
195,1088,S25B104010SLF40026,29,0,21,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
196,1088,S25B104010SLF40027,29,0,6,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
197,1088,S25B104010SLF40028,29,0,16,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
198,1088,S25B104010SLF40029,29,0,20,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
199,1088,S25B104010SLF40030,29,0,20,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
200,1088,S25B104010SLF40031,29,0,18,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
201,1088,S25B104010SLF40032,29,0,3,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
202,1088,S25B104010SLF40033,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
203,1088,S25B104010SLF40034,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
204,1088,S25B104010SLF40035,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
205,1088,S25B104010SLF80023,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
206,1088,S25B104010SLF80024,29,0,6,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
207,1088,S25B104010SLF80025,29,0,14,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
208,1088,S25B104010SLF80026,29,0,24,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
209,1088,S25B104010SLF80027,29,0,9,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
210,1088,S25B104010SLF80028,29,0,24,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
211,1088,S25B104010SLF80029,29,0,30,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
212,1088,S25B104010SLF80030,29,0,27,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
213,1088,S25B104010SLF80031,29,0,18,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
214,1088,S25B104010SLF80032,29,0,7,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
215,1088,S25B104010SLF80033,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
216,1088,S25B104010SLF80034,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
217,1088,S25B104010SLF80035,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
218,1089,S25B104110SLF25023,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
220,1089,S25B104110SLF25025,29,0,7,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
221,1089,S25B104110SLF25026,29,0,9,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
222,1089,S25B104110SLF25027,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
223,1089,S25B104110SLF25028,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
224,1089,S25B104110SLF25029,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
225,1089,S25B104110SLF25030,29,0,15,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
226,1089,S25B104110SLF25031,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
227,1089,S25B104110SLF25032,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
228,1089,S25B104110SLF25033,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
229,1089,S25B104110SLF25034,29,0,7,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
231,1089,S25B104110SLF70023,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
232,1089,S25B104110SLF70024,29,0,3,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
233,1089,S25B104110SLF70025,29,0,14,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
234,1089,S25B104110SLF70026,29,0,19,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
235,1089,S25B104110SLF70027,29,0,12,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
236,1089,S25B104110SLF70028,29,0,18,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
237,1089,S25B104110SLF70029,29,0,19,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
238,1089,S25B104110SLF70030,29,0,20,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
239,1089,S25B104110SLF70031,29,0,10,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
240,1089,S25B104110SLF70032,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
243,1089,S25B104110SLF80023,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
244,1089,S25B104110SLF80024,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
245,1089,S25B104110SLF80025,29,0,14,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
246,1089,S25B104110SLF80026,29,0,18,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
247,1089,S25B104110SLF80027,29,0,8,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
248,1089,S25B104110SLF80028,29,0,11,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
249,1089,S25B104110SLF80029,29,0,20,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
250,1089,S25B104110SLF80030,29,0,24,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
251,1089,S25B104110SLF80031,29,0,11,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
252,1089,S25B104110SLF80032,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
253,1089,S25B104110SLF80034,29,0,6,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
254,1090,S25B104210SLF25023,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
255,1090,S25B104210SLF25024,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
256,1090,S25B104210SLF25025,29,0,9,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
257,1090,S25B104210SLF25026,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
259,1090,S25B104210SLF25028,29,0,13,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
260,1090,S25B104210SLF25029,29,0,11,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
261,1090,S25B104210SLF25030,29,0,16,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
262,1090,S25B104210SLF25031,29,0,5,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
263,1090,S25B104210SLF25032,29,0,4,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
264,1090,S25B104210SLF25033,29,0,6,,1,2025-12-06 20:26:30+04:00,2025-12-06 20:26:30+04:00
